measurement_name	bin_idx	bin_start_um	bin_end_um	bin_mid_um	bin_width_um	total_count_px	n_images	mean	sd	sem
fixed_t_bgz_over_dapi_gate	2	156.5625762939453	191.7302703857422	174.7366485595703	35.167694091796875	819755	36	0.0066020686903761495	0.0010240379585021696	0.00017067299308369492
fixed_t_bgz_over_dapi_gate	3	191.73031616210938	221.38168334960938	206.9105224609375	29.6513671875	819755	36	0.0068623959086835384	0.0010869820714756214	0.00018116367857927025
fixed_t_bgz_over_dapi_gate	4	221.38168334960938	247.51458740234375	234.6889190673828	26.132904052734375	819755	36	0.007237857104175621	0.001149474708576605	0.00019157911809610084
fixed_t_bgz_over_dapi_gate	5	247.5146026611328	271.18231201171875	259.5225524902344	23.667709350585938	819755	36	0.007717172395334476	0.001231295344077543	0.0002052158906795905
fixed_t_bgz_over_dapi_gate	6	271.18231201171875	293.0216064453125	282.23260498046875	21.83929443359375	819755	36	0.008284638402983546	0.0012638162071827927	0.00021063603453046545
fixed_t_bgz_over_dapi_gate	7	293.0216369628906	313.46197509765625	303.34393310546875	20.440338134765625	819754	36	0.008817077071095506	0.0013183243497531965	0.0002197207249588661
fixed_t_bgz_over_dapi_gate	8	313.4620666503906	332.790771484375	323.21405029296875	19.328704833984375	819754	36	0.009261327886229588	0.001430861400097503	0.0002384769000162505
fixed_t_bgz_over_dapi_gate	9	332.79083251953125	351.1492614746094	342.0450439453125	18.358428955078125	819755	36	0.009750468695225814	0.001608367636550985	0.0002680612727584975
fixed_t_bgz_over_dapi_gate	10	351.1492614746094	368.67169189453125	359.97686767578125	17.522430419921875	819755	36	0.01026903552054945	0.0017824343168477686	0.0002970723861412948
fixed_t_bgz_over_dapi_gate	11	368.6717224121094	385.443603515625	377.11419677734375	16.771881103515625	819754	36	0.010902174425104426	0.001973865292459444	0.0003289775487432406
fixed_t_bgz_over_dapi_gate	12	385.44366455078125	401.570068359375	393.5552062988281	16.12640380859375	819756	36	0.011557276671131453	0.0021250852622344287	0.00035418087703907147
fixed_t_bgz_over_dapi_gate	13	401.570068359375	417.1886291503906	409.41632080078125	15.618560791015625	819755	36	0.012169041826079289	0.0022290965900433712	0.0003715160983405619
fixed_t_bgz_over_dapi_gate	14	417.18865966796875	432.385009765625	424.8204345703125	15.19635009765625	819754	36	0.012810777821060684	0.0023690626361002553	0.00039484377268337586
fixed_t_bgz_over_dapi_gate	15	432.3850402832031	447.22393798828125	439.83111572265625	14.838897705078125	819754	36	0.013437034251789251	0.002438149753145477	0.00040635829219091285
fixed_t_bgz_over_dapi_gate	16	447.2239685058594	461.7875671386719	454.525634765625	14.5635986328125	819754	36	0.014221999716634551	0.0025756541316198584	0.00042927568860330975
fixed_t_bgz_over_dapi_gate	17	461.7876281738281	476.1015930175781	468.9639892578125	14.31396484375	819755	36	0.015066840685904026	0.0026753671162561225	0.0004458945193760204
fixed_t_bgz_over_dapi_gate	18	476.1015930175781	490.19207763671875	483.1618347167969	14.090484619140625	819755	36	0.015831956639885902	0.002732750743827125	0.0004554584573045208
fixed_t_bgz_over_dapi_gate	19	490.1921081542969	504.16961669921875	497.18389892578125	13.977508544921875	819754	36	0.016552895902552538	0.0027144204440139124	0.00045240340733565206
fixed_t_bgz_over_dapi_gate	20	504.1696472167969	518.2131958007812	511.17779541015625	14.043548583984375	819756	36	0.0173033453627593	0.002607576745588865	0.00043459612426481083
fixed_t_bgz_over_dapi_gate	21	518.2131958007812	532.550048828125	525.3401489257812	14.33685302734375	819760	36	0.017884584893989895	0.0025766780429705176	0.0004294463404950863
fixed_t_bgz_over_dapi_gate	22	532.550048828125	547.5802001953125	539.98583984375	15.0301513671875	819757	36	0.018270300157989066	0.0026346256815515294	0.00043910428025858826
fixed_t_bgz_over_dapi_gate	23	547.5802001953125	564.0034790039062	555.6431274414062	16.42327880859375	819756	36	0.01875638276235097	0.0026902078621979003	0.0004483679770329834
fixed_t_bgz_over_dapi_gate	24	564.0034790039062	582.607421875	573.0750732421875	18.60394287109375	819764	36	0.019035906453306477	0.00272801626815562	0.00045466937802593666
fixed_t_bgz_over_dapi_gate	25	582.607421875	604.9051513671875	593.358642578125	22.2977294921875	819755	36	0.01904146318944792	0.0022914826533316705	0.0003819137755552784
fixed_t_bgz_over_dapi_gate	26	604.9052124023438	634.081298828125	618.6015014648438	29.17608642578125	819758	36	0.01868790970183909	0.0022444473778919414	0.00037407456298199025
fixed_t_bgz_over_dapi_gate	27	634.081298828125	686.9393310546875	656.6654663085938	52.8580322265625	819755	36	0.018185887589222856	0.0024030600229684187	0.0004005100038280698
fixed_t_bgz_over_dapi_gate	28	686.939453125	906.60498046875	729.4296875	219.66552734375	422277	35	0.018089169077575205	0.003815386471777961	0.0006449180220113533
